state_code,labels,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,funding_velocity,funding_per_round,milestone_rate,regulatory_risk_flag,churn_risk_flag
CO,1,0.2055,0.4329,0.4685,2.9507,6,2,415000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1,1267562.6145387904,207500.0,0.7745333436604447,0,0
NY,1,-0.1616,3.8329,3.0027,4.7014,16,4,27063781,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.5,1,6609788.985224081,6765945.25,2.223828320453661,0,1
CA,1,3.0877,3.0877,5.0027,5.0027,6,1,3100000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0,1,31000000.0,3100000.0,10.0,0,0
CA,0,2.1616,3.2877,3.4986,7.6904,13,2,33000000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,26914607.29141179,16500000.0,0.9320098793047206,0,0
CA,1,2.7753,5.0027,4.1644,10.7534,2,3,17400000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.0,1,7476153.647847383,5800000.0,0.29899835550904474,0,1
CA,1,0.0,3.3863,5.3973,8.7123,17,5,28300000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2.0,1,8117488.454808823,5660000.0,1.1713030746705708,0,1
CA,1,-0.2493,2.1644,1.411,6.537,42,4,46800000,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.5,1,18617973.50519155,11700000.0,1.1481056257175661,0,0
IL,1,1.3288,2.0301,2.0,2.0301,5,3,1525000,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.6667,1,1903157.3692749282,508333.3333333333,15.372790161414294,0,1
NY,1,0.3397,0.3397,0.5452,1.7151,9,1,1200000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.0,1,12000000.0,1200000.0,2.362390739428301,0,0
CA,1,0.1781,4.0301,3.674,7.2438,6,3,12400000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,3137651.8218623484,4133333.3333333335,1.089977655458063,0,1
PA,0,4.5863,4.5863,0.0,0.0,1,1,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,1,1000000.0,100000.0,0.0,1,0
CA,1,2.2219,7.3288,7.0055,7.0055,4,3,11000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.6667,1,2112581.382396436,3666666.6666666665,10.0,0,0
TN,1,1.3397,2.2795,1.0,1.0,3,2,675000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,649163.3006347372,337500.0,10.0,0,1
CA,1,0.0,2.3863,0.0,0.0,5,2,13000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,5228653.018541608,6500000.0,0.0,0,0
NY,1,0.7479,0.7479,1.0329,2.4986,5,1,3500000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1,35000000.0,3500000.0,1.2773839177364754,0,0
MA,0,4.9342,4.9342,0.0,0.0,2,1,12000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,120000000.0,12000000.0,10.0,0,0
CA,1,0.5808,4.8521,0.9068,5.4164,10,5,78573646,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,4.3333,1,17974892.137350447,15714729.2,0.8677542519958347,0,0
TN,1,0.4521,6.0822,3.7425,3.7425,2,3,15286415,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,2667739.655503394,5095471.666666667,10.0,0,0
CA,1,0.7123,0.7123,1.5836,3.0027,5,1,3200000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,32000000.0,3200000.0,1.974853531696399,0,1
WA,0,0.0164,0.0164,0.0,0.0,1,1,30000,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0,0,300000.0,30000.0,10.0,0,0
CA,1,0.0,10.8192,9.5863,9.5863,28,3,14650003,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,1341673.6574107993,4883334.333333333,10.0,0,0
CA,1,3.1589,5.6712,9.0055,9.0055,9,2,23500000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.0,1,8995903.992650155,11750000.0,10.0,0,0
MA,0,5.0082,5.0082,0.0,0.0,2,1,980000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,9800000.0,980000.0,0.0,0,0
CA,0,3.1562,3.1562,0.0,0.0,0,1,20000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,200000000.0,20000000.0,0.0,0,0
WA,0,-0.9178,-0.9178,0.0,0.0,4,1,1500000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,15000000.0,1500000.0,0.0,0,1
CA,1,4.1753,5.537,6.3836,6.3836,0,2,8000000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5,1,5473079.291236232,4000000.0,10.0,0,0
CA,1,0.326,4.6932,3.2548,4.6932,13,4,25200000,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4.0,1,5641117.478510029,6300000.0,1.9500780031201246,0,0
CA,1,2.7507,4.589,7.9205,9.211,21,4,61000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1,31470876.54129907,15250000.0,1.4383315354189132,0,0
CA,1,1.337,4.3041,2.0822,5.8356,12,4,46300000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,4.25,1,15095692.999902185,11575000.0,1.0380443244926556,0,0
MD,1,4.0274,8.2712,5.811,11.0986,15,4,24500000,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.3333,1,5640222.846355726,6125000.0,0.9280570198232981,0,0
CA,0,0.9863,1.6575,-1.3342,-1.3342,1,2,7500000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,9725103.734439835,3750000.0,10.0,0,0
CA,1,3.2493,3.2493,3.8356,7.8959,19,1,14500000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.0,1,145000000.0,14500000.0,0.721101843617047,0,0
WA,0,2.6493,2.6493,1.0,1.0,1,1,29000000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.0,1,290000000.0,29000000.0,10.0,0,0
CA,1,0.0,3.3808,5.6795,5.6795,5,3,24000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.6667,1,6894966.674327741,8000000.0,10.0,0,0
CA,1,5.3562,10.2082,8.0055,8.0055,2,4,81017493,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5.6667,1,16360559.97576737,20254373.25,10.0,0,0
CA,1,1.8493,2.1726,2.1699,5.0822,4,2,1000000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.5,1,2362390.739428301,500000.0,0.9959167413604222,0,0
CO,1,1.1014,1.8712,2.6466,2.6959,14,2,12010000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.5,1,13807771.901586572,6005000.0,13.395847287340914,0,0
MA,1,3.7562,3.7562,-1.0,8.674,2,1,22000000,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,1,220000000.0,22000000.0,0.30693677102516886,0,0
CA,0,8.4493,8.4493,0.0,0.0,1,1,42700000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,1,427000000.0,42700000.0,0.0,1,0
CA,1,5.9753,7.3918,4.0027,4.0027,5,3,80000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,1,52753049.78569073,26666666.666666668,10.0,0,0
CA,1,1.1589,1.1589,-0.0658,2.9616,3,1,205000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,1,2050000.0,205000.0,0.9592632857965083,0,1
NY,1,1.7644,1.7644,0.0,3.0849,5,1,3750000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,37500000.0,3750000.0,0.6279632013564005,0,0
CA,0,0.0,0.6411,1.5836,3.0685,11,2,41000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,1,55323168.263392255,20500000.0,1.261909268723579,0,0
CA,1,1.7781,2.3863,2.3123,4.6301,37,2,76000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.0,1,107314317.9892686,38000000.0,1.2407974191413684,0,0
MA,1,0.0,2.7507,3.3315,5.2438,9,2,20000000,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,7015820.6756235305,10000000.0,0.9938875913134223,0,0
CA,1,1.2877,3.8521,1.3945,4.2356,11,2,9356180,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,1,3511552.3194715506,4678090.0,1.3600353609193838,0,0
NY,0,-9.0466,-9.0466,-6.0466,-3.8822,6,1,100000,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1000000.0,100000.0,0.8832361773538245,0,0
GA,1,2.0767,4.6603,4.5836,4.726,9,2,13600000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.0,1,5067819.347145624,6800000.0,8.250825082508241,0,0
CA,1,1.1671,1.1671,1.926,4.0137,19,1,3000000,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,30000000.0,3000000.0,1.8284042601819261,0,0
CA,0,1.874,6.4767,0.0,0.0,4,5,21138876,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2.0,1,4495050.9281901885,4227775.2,0.0,0,0
MA,1,0.1945,0.7836,1.211,2.3836,13,4,2345000,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5.75,1,3402989.4064722103,586250.0,2.3573785950023574,0,0
CA,0,0.7945,0.7945,2.0466,3.326,7,1,4000000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,40000000.0,4000000.0,2.899811512251704,0,1
CA,0,3.811,5.1781,1.7507,3.589,2,2,17000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,1,11587485.515643107,8500000.0,1.0318320177475107,0,0
NY,1,1.8,1.8,1.9151,1.9151,8,1,1100000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,1,11000000.0,1100000.0,10.0,0,1
KY,1,-0.2384,0.8493,0.9014,0.9014,3,4,59700,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,50265.218489517545,14925.0,10.0,0,0
CA,1,-0.0082,-0.0082,2.9726,3.7041,12,1,2350000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,23500000.0,2350000.0,3.607937462417318,0,0
VA,0,1.8822,1.8822,1.0,1.0,2,1,10000000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,100000000.0,10000000.0,10.0,0,0
CA,0,0.6767,1.4493,0.0,0.0,2,2,21189,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,24282.603713041484,10594.5,10.0,0,0
MA,1,2.4521,5.1562,7.6712,8.2219,7,3,28000000,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.6667,1,9985378.55283335,9333333.333333334,3.0736130321192565,0,0
CA,0,3.3315,3.3315,0.0,0.0,0,1,9500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0,95000000.0,9500000.0,0.0,0,0
CA,1,1.7479,5.5616,2.2548,2.2548,5,3,69600000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,7.6667,1,17783682.959858954,23200000.0,10.0,0,0
VA,1,2.6822,6.4164,2.8411,7.2356,11,3,23500000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3.6667,1,6129049.084554795,7833333.333333333,0.44498831905662484,0,0
OR,1,4.4712,4.4712,6.7534,6.7534,6,1,13000000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,1,130000000.0,13000000.0,10.0,0,0
NY,1,1.5616,3.1562,3.0,3.4959,8,2,21750000,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2.0,1,12834887.28903576,10875000.0,3.356267830172849,0,0
PA,0,5.1644,5.1644,0.0,0.0,0,1,5750000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,57500000.0,5750000.0,0.0,0,0
ME,1,0.7342,1.1753,0.1616,0.1616,1,2,23400000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,43245241.17538348,11700000.0,10.0,0,0
CA,0,1.0685,1.0685,0.8384,3.9918,4,1,4300000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,43000000.0,4300000.0,0.9221122517981188,0,0
TX,1,2.2082,4.6521,-0.6548,-0.6548,1,2,20000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.0,1,7861944.258815206,10000000.0,10.0,0,0
CA,1,4.2356,9.3616,5.0055,5.0055,16,2,51000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.5,1,9758897.818599313,25500000.0,10.0,1,0
MA,1,3.6877,10.137,3.0027,3.0027,2,4,27101994,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.6667,1,4138151.252805643,6775498.5,10.0,0,0
CA,1,5.1507,5.1507,4.0027,4.0027,6,1,6480000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,1,64800000.0,6480000.0,10.0,0,0
CA,1,0.4192,2.2329,2.2329,4.337,8,2,35000000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,18289178.032084443,17500000.0,0.9073998457420263,0,0
MA,0,-3.5068,0.3945,-0.937,0.0849,5,3,11300000,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.0,1,2824082.17329368,3766666.6666666665,1.7826900793297082,0,1
GA,0,0.2986,0.2986,0.2986,0.2986,1,1,19000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,190000.0,19000.0,10.0,0,1
NJ,1,1.6658,5.3014,5.8356,8.3534,27,6,78500000,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3.4,1,21014027.19777278,13083333.333333334,1.1460004584001833,0,1
NY,0,0.1534,0.1534,0.0,0.0,4,1,600000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,6000000.0,600000.0,0.0,0,1
MD,1,5.4932,6.5836,6.7534,6.7534,3,2,13000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,1,10920698.924731184,6500000.0,10.0,0,0
CA,0,0.0,2.8356,2.9205,4.3096,7,5,43600000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3.0,1,14852159.694781305,8720000.0,2.014639715264254,0,0
CA,1,0.3589,3.4712,3.3397,5.1918,38,5,142000000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5.2,1,44205086.69800454,28400000.0,1.5368065160596283,0,0
CA,1,2.1836,3.3068,2.726,3.5425,6,2,2000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.5,1,1635055.5918901244,1000000.0,2.182214948172395,0,1
TX,1,2.0,4.0466,6.0027,6.0027,4,3,26800000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1,12484859.778253984,8933333.333333334,10.0,0,0
CA,0,1.2904,6.389,0.0,0.0,2,6,55900000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,3.2,1,10752895.010195052,9316666.666666666,10.0,0,0
CA,1,1.6027,2.8137,3.4301,7.411,14,2,11000000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,8390541.571319604,5500000.0,0.7351319561861355,0,0
CA,1,0.4137,2.474,3.0,3.0,19,3,31500000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3.3333,1,14581308.151645603,10500000.0,10.0,0,0
DC,1,3.3863,3.3863,-0.0301,4.4274,4,1,1500000,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0,15000000.0,1500000.0,0.4388370817334066,0,0
NY,0,0.0082,1.1479,-0.0219,1.2274,5,3,900000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.5,1,725982.0924417197,300000.0,2.2233750833765655,0,0
CA,1,1.4603,6.3918,6.4192,6.4192,4,3,58000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,5.0,1,11527377.521613834,19333333.333333332,10.0,1,0
MA,1,0.4959,4.9671,1.0,4.5123,10,4,29050000,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.6667,1,6355005.250262513,7262500.0,0.5536638706641198,0,0
NV,1,0.7589,2.4521,2.1644,2.9014,3,2,250000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.5,1,139415.56993084986,125000.0,2.389486260454002,0,0
CA,0,3.6493,3.6493,0.0,0.0,2,1,21000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,1,210000000.0,21000000.0,0.0,0,0
NY,1,4.1671,7.4356,0.0,0.0,25,2,35000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3.5,1,10390381.475434167,17500000.0,0.0,0,0
CA,0,-0.0027,-0.0027,0.0356,0.0356,2,1,500000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,5000000.0,500000.0,10.0,0,1
TX,1,5.611,6.474,4.0027,4.0027,3,2,30920000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.5,1,32107995.84631359,15460000.0,10.0,0,0
CA,1,2.0,8.0356,6.5863,6.5863,9,4,29288979,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2.6667,1,4773612.8495990615,7322244.75,10.0,0,0
MA,0,8.0986,12.3671,11.8411,12.0548,11,4,24200000,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2.3333,1,5539658.921826713,6050000.0,6.375518010838395,0,0
CA,1,1.0,1.0,1.2521,5.2548,4,1,1000000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,10000000.0,1000000.0,0.7312257781460988,0,1
MN,1,1.0,3.0575,5.4192,5.4192,3,2,5550000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,1,2572421.784472769,2775000.0,10.0,0,1
CA,0,-0.1534,2.3425,0.063,1.5836,8,2,3000000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3.5,1,1155668.5542586388,1500000.0,1.8511662347278786,0,0
CA,1,0.6767,1.9178,4.9781,6.6548,13,2,14300000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.5,1,10662888.673476996,7150000.0,1.6885236674734063,0,1
CA,0,4.2192,4.2192,0.0,0.0,0,1,1000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,0,10000000.0,1000000.0,0.0,0,0
CA,1,2.5644,3.389,8.1452,8.1452,7,2,11000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.5,1,11897036.556348694,5500000.0,10.0,0,0
NY,0,2.0027,3.0027,2.0877,4.0685,7,2,2000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3.0,0,1818181.8181818181,1000000.0,1.4417531718569778,0,0
CA,1,0.8301,2.7178,4.2466,4.7918,17,2,5000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,2515470.1413694215,2500000.0,3.099814011159329,0,1
CA,1,2.0027,2.0027,3.6603,4.0795,12,1,11000000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1,110000000.0,11000000.0,3.852080123266561,0,0
CA,1,0.4192,3.4192,3.6027,4.8521,19,4,14100000,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2.25,1,4548387.096774193,3525000.0,2.9642804209278193,0,0
CA,0,0.4932,0.4932,2.2411,2.2411,8,1,5000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,50000000.0,5000000.0,10.0,0,0
WA,0,0.0,1.5808,-0.1671,-0.1671,1,2,400000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,237981.91337458353,200000.0,10.0,0,1
CA,1,7.3945,7.3945,4.0027,4.0027,4,1,10000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,100000000.0,10000000.0,10.0,1,0
MA,0,0.8329,4.0712,2.0,2.0,3,3,11035000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.6667,1,3305574.6937063774,3678333.3333333335,10.0,0,0
MA,1,5.6438,5.6438,8.0055,11.3288,9,1,12700000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,1,127000000.0,12700000.0,0.584231589402039,0,0
CA,1,2.9507,3.5562,0.0,0.0,3,2,20757182,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1,29421944.72005669,10378591.0,10.0,1,0
CA,1,5.4658,7.2822,10.5918,10.5918,5,3,27000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,1,14088916.718847841,9000000.0,10.0,0,0
NY,1,3.7534,3.7534,5.5425,6.7562,7,1,10000000,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0,100000000.0,10000000.0,2.2836263987211702,0,0
CA,0,4.2219,4.2219,0.0,0.0,4,1,26000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,1,260000000.0,26000000.0,0.0,0,0
CT,0,2.1616,4.9562,0.0,0.0,2,2,4000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,1381883.5072203414,2000000.0,0.0,0,0
CA,1,2.0849,3.9425,-3.0,-3.0,3,2,20220000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.0,1,10328974.254188804,10110000.0,10.0,0,0
NY,1,4.3534,4.3534,6.1699,9.0904,7,1,10000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0,1,100000000.0,10000000.0,0.9932130441979803,0,0
NY,0,1.5123,3.6082,1.3178,4.1589,8,2,7350000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4.5,1,3347146.955690149,3675000.0,1.0200265206895378,0,0
CA,0,0.7671,0.7671,0.0,0.0,1,1,50000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,500000.0,50000.0,10.0,0,0
NY,0,1.8822,1.8822,1.6603,3.0247,5,1,1000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.0,1,10000000.0,1000000.0,2.0486205954657195,0,0
CA,0,2.7945,6.0356,7.5014,8.0055,16,4,45000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.0,1,13468618.119780913,11250000.0,3.3107101473266054,0,0
CA,0,0.2164,4.8438,0.2164,6.2466,22,5,70000000,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,4.2,1,14807293.649786353,14000000.0,0.8156340739290725,0,0
WA,0,1.3096,1.3096,1.0027,1.3096,3,1,500000,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,1,5000000.0,500000.0,4.915212582944211,0,1
CA,0,0.0849,1.3342,0.0,0.0,6,2,500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,370562.5138960942,250000.0,0.0,0,0
TX,1,1.0877,3.6438,3.4986,3.4986,2,3,44000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,4.0,1,16565641.353864687,14666666.666666666,10.0,0,0
CO,0,10.3644,10.3644,5.8384,5.8384,4,1,21000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5.0,1,210000000.0,21000000.0,10.0,0,0
CA,1,0.7041,1.1315,1.4493,2.2055,12,2,19000000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.5,1,36025786.8790292,9500000.0,2.3359028264424206,0,0
CA,0,1.4247,4.5397,0.0,0.0,0,3,18700000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,1,5816485.225505443,6233333.333333333,0.0,0,0
CA,1,1.0932,1.0932,1.6137,2.1671,6,1,10000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,1,100000000.0,10000000.0,3.0609121518212423,0,0
